gen,mape,apt
[ 9 29 25 14],0.13511846108215952,0.8648815389178405
[ 9 14],0.1351300204511715,0.8648699795488285
[57 40],0.13513515978423776,0.8648648402157623
[57  0 40],0.13513515978423776,0.8648648402157623
[23 48 59  8],0.13517428379466004,0.86482571620534
[13 48],0.13517548264678592,0.8648245173532141
[ 2 31 15 46],0.13521166695560086,0.8647883330443992
[51 60 30 41],0.13522094408513907,0.8647790559148609
[61 39 45 40],0.13525048861206887,0.8647495113879311
[28 50 48],0.1352618797747768,0.8647381202252232
[29 57 37  7],0.13529289263454986,0.8647071073654502
[ 4 27],0.13529559662394675,0.8647044033760533
[ 8 46 10  5],0.13531575793428666,0.8646842420657134
[59 32 49 32],0.13536816081443367,0.8646318391855663
[ 6 56 60  5],0.1353726483243867,0.8646273516756133
[22 52  1 60],0.13537676953142294,0.864623230468577
[25 56 21 61],0.13537766590448735,0.8646223340955126
[50 55],0.13538776173648814,0.8646122382635119
[18 31 17 32],0.1354167901760967,0.8645832098239032
[ 3 38 18 61],0.13543965520868598,0.8645603447913142
[29 32 32],0.13545875041514782,0.8645412495848521
[35 12 11],0.13546290238984285,0.8645370976101572
[21 43 44],0.1354666200142753,0.8645333799857247
[16 56 21 28],0.13547739753084828,0.8645226024691517
[ 3 59 49],0.13548340733118774,0.8645165926688123
[30 44  8  5],0.13552165916730533,0.8644783408326947
[32 39 45],0.13556938773696264,0.8644306122630374
[40 36 24 17],0.1355756223657459,0.8644243776342541
[32 41 35 52],0.1356090609971318,0.8643909390028682
[40 41 11 41],0.1356092669206926,0.8643907330793074
[32 57  7],0.1356101221300292,0.8643898778699708
[24 31],0.13562938308708636,0.8643706169129136
[ 7  2 26 47],0.13565978792815095,0.8643402120718491
[ 4 22  1 59],0.13569008230169974,0.8643099176983002
[19 41 52],0.13569520861551626,0.8643047913844837
[19 41 52],0.13569520861551626,0.8643047913844838
[22 40],0.135725464281317,0.864274535718683
[12 63 35 30],0.13573746822537378,0.8642625317746262
[47 46 29 52],0.13575549707523513,0.8642445029247648
[31 38  6 42],0.1358188778053115,0.8641811221946885
[43 56 25 28],0.13582925055104758,0.8641707494489524
[21 20 18 55],0.13583076258920282,0.8641692374107972
[47 40 14 20],0.135834975374207,0.8641650246257929
[ 0 18 11  0],0.13584195571695448,0.8641580442830455
[22 42 14 15],0.13584409799741873,0.8641559020025813
[25  2  4 54],0.1358665978416797,0.8641334021583202
[ 5  0 15 45],0.13586799293257038,0.8641320070674297
[21 56 11 60],0.135882693990754,0.864117306009246
[29 35 28 33],0.13591650795664334,0.8640834920433567
[30 15 22  5],0.13592951796942354,0.8640704820305765
[21 10 16],0.13595848106975694,0.8640415189302431
[12 41 31 56],0.1359650905628684,0.8640349094371316
[13 51 45 38],0.13596899361754014,0.8640310063824599
[30 42 36 60],0.13597423397455802,0.864025766025442
[38 32  6 52],0.1359777785905087,0.8640222214094913
[ 3 46 10 51],0.135983345652026,0.864016654347974
[ 7 44 46 44],0.13598365388262307,0.8640163461173769
[16 42],0.13602799534822638,0.8639720046517736
[19 42 54],0.13602914692055415,0.8639708530794459
[42 56 42 49],0.1360447625831613,0.8639552374168387
[ 9 22 28],0.1360511456245216,0.8639488543754784
[ 8  1 35 45],0.13605224543403305,0.8639477545659671
[ 6 31 53],0.13605319252243744,0.8639468074775626
[45  9 10 63],0.1360583096289469,0.8639416903710531
[21 56 13 54],0.1361055522450416,0.8638944477549584
[5 5],0.13612436538797745,0.8638756346120225
[22  7 12 52],0.13613462850156735,0.8638653714984327
[ 5  6 37 21],0.13614838902321424,0.8638516109767858
[50 22 54 53],0.13615489622043833,0.8638451037795617
[ 4 10],0.1361876490920374,0.8638123509079626
[ 5 21 14 12],0.13618821433800846,0.8638117856619916
[ 6 36 52 46],0.1361996862696392,0.8638003137303608
[10 38 61 53],0.13621181504657984,0.8637881849534201
[56 50],0.13622320463235513,0.8637767953676448
[51  0],0.1362232729888712,0.8637767270111287
[51  0],0.1362232729888712,0.8637767270111288
[ 0 51],0.1362232729888712,0.8637767270111288
[ 3  8 13 33],0.13623642371270606,0.8637635762872939
[55 15 13 19],0.13626286910702354,0.8637371308929764
[61 54 14 16],0.1362736052243452,0.8637263947756548
[28 60 37 62],0.13628864857826484,0.8637113514217352
[63 25 27 51],0.136289176385785,0.8637108236142149
[38 51],0.1362978027558396,0.8637021972441604
[41 56 14  0],0.13629981425244098,0.863700185747559
[13 28 32 40],0.13630693336212538,0.8636930666378746
[10 51 14  4],0.13632812408243744,0.8636718759175626
[29 31 17 32],0.13633436227335674,0.8636656377266433
[28 20 11 39],0.13633585744190005,0.8636641425581
[62  9],0.13634384918719325,0.8636561508128068
[ 3 60  9 57],0.13634812059886664,0.8636518794011334
[47 54 47 10],0.13635604758930425,0.8636439524106958
[ 5 10],0.13635828797468327,0.8636417120253167
[20 34 10],0.13636349928297695,0.863636500717023
[ 7 14 55 37],0.13637563859766158,0.8636243614023384
[ 6  0 19],0.13639181607067366,0.8636081839293264
[ 6 19],0.13639181607067366,0.8636081839293264
[ 5 26],0.13639225499305174,0.8636077450069483
[63 11  9],0.13639682823534144,0.8636031717646586
[48  7],0.13641546711186975,0.8635845328881302
[23 49 15 15],0.13641819586622247,0.8635818041337775
[20 10],0.13645040921596135,0.8635495907840387
[34 52 30 49],0.13645066692833552,0.8635493330716645
[ 4 55],0.1364696147538146,0.8635303852461854
[35 39 34 10],0.1364829579306522,0.8635170420693478
[15 49 29 21],0.13650790138423885,0.8634920986157611
[15 39 12 10],0.13651205734527996,0.8634879426547201
[ 4 31 32 53],0.13652671104518102,0.8634732889548191
[ 2 32 13  5],0.13653986526489748,0.8634601347351025
[ 7 11],0.1365499851482129,0.8634500148517871
[41 41 54 46],0.13657591291505952,0.8634240870849405
[36 45 43  6],0.1365887083525942,0.8634112916474058
[13 17  1],0.13661293912510822,0.8633870608748918
[63 42  0 61],0.13663756330665094,0.8633624366933492
[49 63 13 59],0.13666760776326892,0.8633323922367311
[29 39 26 10],0.13666975650706614,0.8633302434929339
[54  5 17],0.1366825826373416,0.8633174173626584
[50 53  8 13],0.13668853016640256,0.8633114698335974
[23 20 29 47],0.13669053377441612,0.8633094662255839
[ 3 31 10 25],0.13676651371159962,0.8632334862884004
[ 8 56 51 46],0.13679617428254165,0.8632038257174584
[20 31 59 61],0.13682833561233845,0.8631716643876616
[23  4 33 30],0.13683159230962794,0.8631684076903721
[28 46  5  2],0.13684270666210352,0.8631572933378965
[42 40 10 33],0.13684756485423186,0.8631524351457681
[44 13 37 58],0.13685791722661006,0.86314208277339
[ 4  4 54 24],0.13686181911185302,0.8631381808881469
[26  6 43 62],0.13687532620336482,0.8631246737966352
[13 50  8 10],0.13688912125440192,0.8631108787455981
[61 14 19],0.13690427595870328,0.8630957240412968
[24 49 21 53],0.13690676706164293,0.863093232938357
[37 12],0.13691837342086174,0.8630816265791382
[61 36 19 60],0.13692017312647,0.86307982687353
[40 28 52 61],0.13700581607826426,0.8629941839217358
[ 3 54 41 31],0.1370268346633576,0.8629731653366424
[30 44 62  7],0.13703954071229132,0.8629604592877087
[48 56 29 19],0.13705622705153014,0.8629437729484699
[29 35 58 28],0.13707182162527715,0.8629281783747228
[40 42  7 58],0.13707799764280149,0.8629220023571985
[ 3 20 34 63],0.13714783624730786,0.8628521637526921
[23 35 54 56],0.137153328359475,0.862846671640525
[ 3 48 21 49],0.1371626896822969,0.8628373103177032
[59 55  8 16],0.13716811064208814,0.8628318893579119
[ 3 25 54 39],0.13717156948918588,0.8628284305108141
[31 32 15 52],0.13717417382201288,0.8628258261779871
[ 5 17 32  3],0.13717632994142187,0.8628236700585781
[ 3 44 54 43],0.13718203098143794,0.862817969018562
[ 3 56 59 25],0.13718479174040535,0.8628152082595947
[ 3 20 32 46],0.13720404768990138,0.8627959523100986
[ 3 56 62 38],0.13720701535275792,0.8627929846472421
[60 53 48 47],0.13721252133985906,0.8627874786601409
[ 3 60 18 49],0.13721488122572964,0.8627851187742703
[ 3 20 58 38],0.13721620413033586,0.8627837958696641
[ 3 50 58 38],0.13722063673397525,0.8627793632660248
[ 3 40 44 48],0.13722125678240252,0.8627787432175975
[ 3 59 51 50],0.1372459081142139,0.8627540918857861
[ 3 17 54 38],0.13724705922767155,0.8627529407723284
[10 32],0.13725324618967746,0.8627467538103225
[ 3 56 57 42],0.13725948359098974,0.8627405164090103
[ 3 50 44 38],0.1372633351850501,0.8627366648149499
[ 3 40 49 61],0.13726441804177789,0.8627355819582221
[55 58  3 18],0.13727386193873653,0.8627261380612634
[ 3 17 51 38],0.13728432878295127,0.8627156712170487
[55 16 53 17],0.1373030865999967,0.8626969134000033
[ 3 23 45 57],0.13731115722205736,0.8626888427779427
[ 3 53 59 34],0.1373216824925536,0.8626783175074464
[ 3 45 43 26],0.13732417315622555,0.8626758268437744
[ 3 15  5 32],0.1373268438895041,0.8626731561104959
[ 3 50 44 46],0.13732990209170814,0.8626700979082919
[ 6 58 26 49],0.13735174549176568,0.8626482545082343
[44 37  5 12],0.13735280883406065,0.8626471911659394
[12  2],0.13736484316956646,0.8626351568304336
[56 17 49 18],0.13737763213269608,0.8626223678673041
[32 17  7  2],0.13739779751123746,0.8626022024887625
[32 33  5],0.13740241828895952,0.8625975817110405
[ 7 38],0.13741301902964514,0.8625869809703548
[18 55 54 52],0.13742124263574293,0.8625787573642572
[13 47 11  0],0.13742345862419908,0.8625765413758009
[23 37],0.13742791438114918,0.8625720856188508
[23 37  0],0.13742791438114918,0.8625720856188508
[55 62 44  6],0.13743742978747908,0.8625625702125209
[ 5 13 61 48],0.13744101027886785,0.8625589897211321
[21  6 61 54],0.1374836633981887,0.8625163366018113
[29 25 51 40],0.13749680040939224,0.8625031995906077
[58 26 56 24],0.13750187223309446,0.8624981277669055
[58 26 56 24],0.13750187223309446,0.8624981277669056
[23 44 21 61],0.13750734224242087,0.8624926577575791
[49 28 17 40],0.137515298008076,0.8624847019919241
[ 3 46 14  2],0.13752454633926398,0.862475453660736
[27 26 31 34],0.13753974876867214,0.8624602512313279
[55 47 34 47],0.13754930848025068,0.8624506915197493
[19 11 53 38],0.13755147522271668,0.8624485247772833
[ 6 58 34 20],0.13756354512769012,0.8624364548723099
[40 35 17 58],0.13756701462590634,0.8624329853740936
[46 45 13 16],0.1375679860497958,0.8624320139502042
[48 44  8  7],0.13758821447259978,0.8624117855274003
[26 49 14 37],0.1375981250565997,0.8624018749434003
[33 42 33  2],0.13761963249660572,0.8623803675033943
[ 8  1 29  9],0.13765770213865644,0.8623422978613435
[40  2],0.13768199538858386,0.8623180046114162
[60 19 33],0.13769187507320613,0.8623081249267939
[ 5 15 10 26],0.13773001033794602,0.862269989662054
[62 31 44 26],0.1377400966567138,0.8622599033432862
[ 7 54 30 38],0.1377460467955443,0.8622539532044557
[42 31 53 37],0.13775552949183695,0.8622444705081631
[29 46 59 41],0.1377718754979371,0.8622281245020629
[54 55  4],0.1377850075258733,0.8622149924741267
[46 40],0.1377922112231625,0.8622077887768376
[30  7],0.13781607773425802,0.8621839222657419
[22 44 53 26],0.13782131750727514,0.8621786824927249
[29 56 21 61],0.13782620023382836,0.8621737997661716
[36  6 14 53],0.13782634518816794,0.8621736548118321
[29 34],0.1378420707269317,0.8621579292730683
[29  0 34],0.1378420707269317,0.8621579292730683
[ 3 24  2 37],0.1378692508350691,0.8621307491649309
[39 30 62],0.1378887005810734,0.8621112994189266
[18 32 28 59],0.1379064893133252,0.8620935106866748
[29  7 16 44],0.1379278077438314,0.8620721922561686
[22  7  6 54],0.13794031286173886,0.8620596871382611
[24 13 53 63],0.13796506282049226,0.8620349371795077
[23 58 15 22],0.13797396095279127,0.8620260390472088
[55 56 35],0.1379837121147604,0.8620162878852395
[47 41 25  0],0.1379934465808256,0.8620065534191744
[ 4 16],0.1380050443067524,0.8619949556932476
[33 38],0.13800528436934206,0.861994715630658
[26 14 17],0.13800550849242113,0.8619944915075789
[11 32 21 42],0.1380146487965678,0.8619853512034322
[54 31 17 14],0.13802123378937955,0.8619787662106204
[46 17 31 40],0.13803735554934496,0.8619626444506551
[35 34 49 33],0.1380559383400295,0.8619440616599705
[61  0 59 34],0.13805858542391644,0.8619414145760835
[41 18  8 43],0.13807648371189427,0.8619235162881057
[11 62 23 58],0.13807967278082595,0.8619203272191741
[ 5 53 25],0.13808465584029553,0.8619153441597045
[ 2 21  1 17],0.13809837122668395,0.8619016287733161
[30 30  3 12],0.13813012336786426,0.8618698766321358
[20 10 10],0.13814255432405345,0.8618574456759466
[38 49],0.1381427603102744,0.8618572396897256
[ 0 38 49],0.1381427603102744,0.8618572396897256
[41 46 18  0],0.13815621191176605,0.8618437880882339
[25 13],0.13816860737024336,0.8618313926297566
[47 36 57 27],0.13816875964333564,0.8618312403566644
[ 2 16  8  3],0.13817185835931614,0.8618281416406839
[57 21  1  4],0.1381781839043434,0.8618218160956566
[44 12],0.1382023687153918,0.8617976312846082
[29  1 41 22],0.13821557196914291,0.8617844280308571
[43 51 13 30],0.13822394263320584,0.8617760573667942
[13 62 40 12],0.13824199761292896,0.861758002387071
[29 33 12  7],0.1382481578885277,0.8617518421114723
[50 44 20 24],0.1382488389227008,0.8617511610772992
[19 22 44],0.13828611823991313,0.8617138817600869
[28 29 22 27],0.1382871150336876,0.8617128849663124
[30 59 26 35],0.13832095344143389,0.8616790465585661
[55  9 24  1],0.13834468247291393,0.861655317527086
[ 4 22 54 51],0.13835267063687398,0.861647329363126
[31 44 58 63],0.13838833596113329,0.8616116640388667
[63 41 18 41],0.13839379479347702,0.861606205206523
[43 16],0.13840093101258513,0.8615990689874149
[10 35],0.1384046715810551,0.8615953284189449
[ 9  6 14 16],0.13843454149581216,0.8615654585041879
[ 3 33],0.13844780802031373,0.8615521919796862
[46 15 28],0.13846182933059833,0.8615381706694016
[56 22],0.1384696973819626,0.8615303026180374
[11 26 13 51],0.13847611776612234,0.8615238822338777
[15 58  7],0.1384768979218905,0.8615231020781096
[ 6 41  2 61],0.13848422384611786,0.8615157761538821
[23 48 54 50],0.1384901286534094,0.8615098713465906
[ 4 56 22 35],0.13850030385721498,0.8614996961427851
[38 46],0.13850262847618114,0.8614973715238189
[ 8 41 19 25],0.13852309701537813,0.8614769029846219
[ 3 49  5 33],0.13854546824551814,0.8614545317544818
[ 4 10 52 47],0.13855266810148112,0.8614473318985189
[28 53],0.13856477470174808,0.8614352252982519
[43 37 31 31],0.13856954096133328,0.8614304590386668
[27 18 15 55],0.13857349279024342,0.8614265072097566
[40 60 21],0.13859059460978715,0.8614094053902128
[ 3 40 48  5],0.1385917448031511,0.8614082551968489
[56 63 37 50],0.1386029359701337,0.8613970640298663
[ 9 61],0.13860734632829635,0.8613926536717036
[10 20  9 54],0.1386286493161629,0.8613713506838371
[63 58 39 28],0.13865982261474855,0.8613401773852515
[50 49 13 13],0.13866846917779518,0.8613315308222048
[19 19 20 49],0.13867759621071038,0.8613224037892896
[39 48  6 27],0.13868176663925832,0.8613182333607416
[30 44 20 38],0.13869462034887034,0.8613053796511296
[11 61 40 54],0.1386951621984542,0.8613048378015458
[ 0 36 53 22],0.13869562912561953,0.8613043708743805
[56 32 34 60],0.13870439122127878,0.8612956087787212
[50 25 30 22],0.1387089000298313,0.8612910999701687
[34 46 57  2],0.13873768749228305,0.861262312507717
[56 61],0.1387398036489204,0.8612601963510795
[32 34  5 33],0.13874545707800742,0.8612545429219925
[ 8 63 40 54],0.13874661957873374,0.8612533804212662
[21 56 21 61],0.13875109817729606,0.8612489018227041
[ 2 62 45 51],0.13875732916875794,0.8612426708312421
[40 13 49 55],0.13877265375033135,0.8612273462496687
[46 21 61 53],0.1387831829915109,0.8612168170084891
[27 22 50],0.13878880391585074,0.8612111960841493
[ 4 22 37  6],0.1388009230337275,0.8611990769662725
[ 5 56 12 38],0.13880793880718226,0.8611920611928178
[56 24 59 42],0.13881131529334825,0.8611886847066518
[27 54 28 20],0.138821524718801,0.8611784752811991
[ 2 27 60 50],0.13882920962279846,0.8611707903772016
[21  1 63],0.1388348803819947,0.8611651196180052
[35  9 17],0.13884848008126502,0.8611515199187351
[21 47  3 47],0.13884967687122585,0.8611503231287742
[47 39],0.1388577358778676,0.8611422641221325
[20 17],0.13888741366008095,0.8611125863399192
[43 52 40 11],0.1389149630877196,0.8610850369122804
[29 63],0.13892345100038395,0.8610765489996159
[55 26 41 25],0.1389311184767815,0.8610688815232185
[ 2 56 29 63],0.13894796953640096,0.8610520304635991
[25 38 13  6],0.13897287474164602,0.8610271252583539
[40 52  8],0.13897528403147874,0.8610247159685213
[51 53 29  4],0.13901756167690568,0.8609824383230943
[53  0],0.13904351385529226,0.8609564861447078
[ 5 37 23 10],0.13904827108708884,0.8609517289129112
[28 24],0.13907793325607062,0.8609220667439293
[42  3 59 21],0.13909435267455247,0.8609056473254475
[20 53 31 21],0.13909727535827945,0.8609027246417206
[16  3],0.13911156381111758,0.8608884361888824
[32 62 28 31],0.1391328835987263,0.8608671164012737
[19 19 29 20],0.13913467493776288,0.8608653250622371
[16 50  0 21],0.13913991682645008,0.8608600831735499
[61  5 17 46],0.1391453888989135,0.8608546111010865
[37 38 63],0.13915925671021995,0.86084074328978
[31 35],0.1391834443814652,0.8608165556185348
[58 55 29],0.13919773745918732,0.8608022625408127
[47 39 30 20],0.13920028042486246,0.8607997195751376
[11 52],0.13920267604451195,0.8607973239554879
[16 44 42 41],0.13921187468213087,0.8607881253178691
[58 45  4  0],0.13923030955374585,0.8607696904462542
[26 53 33  3],0.13923415878902964,0.8607658412109703
[19 42 23 47],0.1392563446052601,0.8607436553947398
[55 62 25  4],0.13926626230316644,0.8607337376968336
[38 47],0.13928105495945772,0.8607189450405422
[ 3 39 29 23],0.1392907152800487,0.8607092847199513
[36 25 17 44],0.13930989389418716,0.8606901061058129
[ 4 50  3 36],0.1393166838667316,0.8606833161332684
[31 57 13],0.13932331287708516,0.8606766871229148
[38 43 25 24],0.13935071678855904,0.8606492832114409
[45 33  1 38],0.13939336398364202,0.8606066360163578
[42 34 17  0],0.13946246001766613,0.8605375399823338
[57 56 60 52],0.13948869772207587,0.8605113022779242
[ 8 36 18 21],0.13951065421911826,0.8604893457808818
[19 16  5 34],0.13951667773203022,0.8604833222679698
[18 24 30  8],0.13952648523714875,0.8604735147628513
[38 15 29  9],0.13953522078224684,0.8604647792177531
[34 42 44 25],0.13954007477444952,0.8604599252255505
[15 42 44 38],0.13954485200411096,0.8604551479958891
[34 58],0.13954732998260572,0.8604526700173942
[11 46 16 40],0.1395489341956245,0.8604510658043755
[30 39 44],0.13957469119035035,0.8604253088096496
[63 61 26 26],0.1396077198173504,0.8603922801826496
[12 44],0.1396095983570845,0.8603904016429155
[ 7 25 57 60],0.139625635460952,0.8603743645390479
[17 36],0.1396488746089525,0.8603511253910475
[22 11 31 33],0.1396622209386475,0.8603377790613524
[48 30 12 55],0.1396833370256558,0.8603166629743442
[12 39 17 48],0.13970942724470278,0.8602905727552972
[21 41],0.1397180734369744,0.8602819265630256
[25  0],0.1397370174729494,0.8602629825270506
[ 0 25],0.1397370174729494,0.8602629825270506
[18  3 45 17],0.13974733893149738,0.8602526610685026
[47 59  2 27],0.13974791026856812,0.8602520897314319
[22 32 30 43],0.1397734339413029,0.8602265660586971
[23 49  4 56],0.13979367832268702,0.860206321677313
[26 39 19 25],0.13979382714829533,0.8602061728517046
[ 0 22 51 38],0.1397944707764004,0.8602055292235996
[10 30 38 51],0.13979623117548734,0.8602037688245127
[19 14 17 58],0.13980148225489386,0.8601985177451061
[23  0 33 61],0.13981983407056944,0.8601801659294306
[21 22  9 38],0.13987860938577193,0.8601213906142281
[16 40 12 39],0.13987928216984644,0.8601207178301535
[45 47 51],0.13988372549012545,0.8601162745098746
[45 47 51],0.13988372549012545,0.8601162745098745
[ 9 32],0.1399119867403731,0.8600880132596269
[ 7 24 12 29],0.1399140596821137,0.8600859403178863
[19 27  2 55],0.13992985401391198,0.8600701459860881
[29 63 13 53],0.13994818143047014,0.8600518185695298
[30 48 39 14],0.13996081167101138,0.8600391883289886
[ 9 41 60 50],0.1399689418437968,0.8600310581562032
[56 43 50 46],0.1399930569301509,0.8600069430698492
[30 41  6 18],0.13999394603721646,0.8600060539627835
[27 47 19 10],0.1399943445664502,0.8600056554335498
[21 41 24],0.1400174703009724,0.8599825296990276
[ 8 56 52 24],0.1400354706793297,0.8599645293206704
[ 9 55 11 36],0.1400380452937441,0.8599619547062559
[15 16],0.14004542938961978,0.8599545706103802
[63 19 19],0.1400573189326584,0.8599426810673416
[40 34  7],0.14005836746347464,0.8599416325365253
[57 56 48],0.14006180198906945,0.8599381980109305
[ 7  2 47 24],0.14007133396122262,0.8599286660387774
[ 0 25  5 11],0.14008351843784306,0.8599164815621569
[61 63 60 35],0.1400839626681738,0.8599160373318262
[38  4],0.1400936694729738,0.8599063305270263
[58 26 56 19],0.1401231416925452,0.8598768583074548
[34 27 41 64],0.14012605897469954,0.8598739410253005
[32 15 34  0],0.14013784405258006,0.85986215594742
[ 4 31 51 20],0.14013892342957732,0.8598610765704227
[56  7 34],0.14014904251131466,0.8598509574886853
[16 17],0.14015320843924994,0.8598467915607501
[15 47 31 25],0.14016113773704356,0.8598388622629565
[46 58 19],0.1401757222905192,0.8598242777094808
[29 36 31],0.14017734304149626,0.8598226569585037
[29 36 31],0.14017734304149626,0.8598226569585038
[25 56  9 56],0.14021749724963434,0.8597825027503656
[20 11],0.14022422855922764,0.8597757714407723
[13 47 36 25],0.14022904914157766,0.8597709508584224
[30 40  2  7],0.14023273314795745,0.8597672668520425
[54 33 12 37],0.14024223903465624,0.8597577609653437
[10 50 63 37],0.14025709328542538,0.8597429067145747
[38  3  6  5],0.14025857822151702,0.8597414217784829
[59 46 21 62],0.14026038313822847,0.8597396168617715
[ 4 51 32 48],0.14027593684411266,0.8597240631558873
[ 4 49 52 58],0.14027725051003628,0.8597227494899637
[18 44 49 38],0.14028965920958067,0.8597103407904193
[15  0 13 43],0.14029000428982796,0.859709995710172
[50 40 41 41],0.1403052477483526,0.8596947522516474
[61 60],0.14031969795618365,0.8596803020438164
[56  9 29 63],0.14032492594874935,0.8596750740512507
[ 4 56 15 38],0.14032650553491974,0.8596734944650802
[ 3 62],0.1403300950040434,0.8596699049959566
[17 49],0.14036016248128738,0.8596398375187126
[38 18 31 53],0.14036217925522385,0.8596378207447761
[48 49 28],0.14036999748151974,0.8596300025184802
[30 39 31],0.14038563303212798,0.8596143669678721
[21 24 33 36],0.1403869309389391,0.8596130690610609
[ 2 58 43 46],0.14038788309505046,0.8596121169049495
[55 63 30  5],0.14038865624089014,0.8596113437591099
[49 52 44],0.1403991218597434,0.8596008781402567
[55 31 62  2],0.14040980212739715,0.8595901978726028
[46 54],0.14041068479720556,0.8595893152027945
[ 4 38 63 61],0.14045145251821664,0.8595485474817833
[ 3 44 48  0],0.14046674654991206,0.8595332534500879
[29 63 29 38],0.1404729193243788,0.8595270806756212
[38 11  5 35],0.14048689890501245,0.8595131010949876
[39 57 11  0],0.1404933131775514,0.8595066868224486
[42 43 39 37],0.14049409935551513,0.8595059006444848
[44 30 10 27],0.1405054875988739,0.8594945124011261
[24 39 19 62],0.1405063341821799,0.8594936658178199
[ 6 47  9 22],0.1405308566097526,0.8594691433902474
[ 9 61 39 62],0.14055035040710254,0.8594496495928975
[59 44  1 32],0.14055604727372076,0.8594439527262793
[ 3 32  6  2],0.14055789839471958,0.8594421016052805
[29 38],0.1405674975986285,0.8594325024013715
[ 3 53 24],0.14058530417048412,0.8594146958295159
[ 3 17 32  0],0.14060212291330895,0.8593978770866909
[ 0  3 60 37],0.14060617943682233,0.8593938205631777
[ 3 60 37],0.14060617943682233,0.8593938205631777
[ 3 60  0 12],0.14060688658577225,0.8593931134142277
[ 3 18 28  0],0.14060694924280148,0.8593930507571985
[35 20 47 51],0.14061476718062085,0.8593852328193792
[ 3 16 43],0.14061821049111134,0.8593817895088887
[ 3 23 19  3],0.14062293339299106,0.8593770666070091
[ 3 43 25],0.14062578858505084,0.8593742114149492
[46 13  3  8],0.14062975534872255,0.8593702446512774
[ 3 18 34],0.14064334470472806,0.8593566552952719
[ 3  0 16 38],0.14064460254568933,0.8593553974543107
[ 3 13 13 37],0.1406514503161657,0.8593485496838343
[ 3 26 27],0.140653660802788,0.859346339197212
[ 0  3 19 29],0.1406545771496143,0.8593454228503857
[ 3  0 39 54],0.1406552834900835,0.8593447165099165
[58 46 51 37],0.14065593161122728,0.8593440683887728
[ 8 28  8 21],0.14066508971798453,0.8593349102820155
[ 3 60  0 48],0.14066625816372133,0.8593337418362786
[ 3  0 25 16],0.14066652340168784,0.8593334765983122
[53 59],0.14066783155251353,0.8593321684474865
[ 3 63 18  4],0.14066913986026214,0.8593308601397378
[28 57 39 38],0.14067057647695638,0.8593294235230436
[ 3 52 28],0.14067120914275874,0.8593287908572412
[ 8 32 32 47],0.14067437063947633,0.8593256293605237
[11 17],0.14067758941227185,0.8593224105877282
[51 62 44 61],0.14068702939185684,0.8593129706081432
[38 44 39 41],0.1406901589988146,0.8593098410011855
[ 3 50 44],0.14069063056867467,0.8593093694313253
[50 27 54 47],0.14069379215924854,0.8593062078407514
[ 3 45 43  0],0.14070143854267794,0.8592985614573221
[10 56  6 13],0.14070160549637206,0.8592983945036279
[ 0  3 34 41],0.1407079778080294,0.8592920221919707
[ 3 15  6  5],0.1407109240683789,0.8592890759316211
[ 0  3 58 38],0.14071559231764286,0.8592844076823571
[ 3 16  6  2],0.1407178155493167,0.8592821844506833
[15 30  2 25],0.1407217985016844,0.8592782014983156
[50 20 37 53],0.14072765423158176,0.8592723457684183
[26 33 63],0.14073903690548328,0.8592609630945167
[ 3 25 44],0.1407452806108115,0.8592547193891885
[40 48],0.1407690117399644,0.8592309882600356
[32 58 35 23],0.1407718710720198,0.8592281289279802
[ 3 35 49],0.1407772086441015,0.8592227913558985
[12 60  9 57],0.14079726660774702,0.859202733392253
[ 3 43 34],0.1408030601824163,0.8591969398175837
[56 35 56],0.14080682322781382,0.8591931767721862
[ 3 28  7  1],0.14080870036619306,0.8591912996338069
[43 47],0.14081246846968135,0.8591875315303187
[43 47],0.14081246846968135,0.8591875315303186
[10 61 34],0.1408147200072458,0.8591852799927542
[10 61  0 34],0.1408147200072458,0.8591852799927542
[46 61 25  9],0.14082372534016782,0.8591762746598322
[20 55  9 20],0.1408250014856828,0.8591749985143172
[ 3  0 39 37],0.1408267601230818,0.8591732398769182
[ 3 58 17],0.14083813097768774,0.8591618690223123
[32 62 18 30],0.1408427135455398,0.8591572864544602
[ 7 59 18 26],0.14084368454492632,0.8591563154550736
[34 29 13  9],0.14086179125116458,0.8591382087488354
[ 3 60 23  0],0.14086900427274904,0.8591309957272509
[22 57 24 32],0.14087706731663066,0.8591229326833694
[62 21 24 46],0.1409294973279384,0.8590705026720615
[48 16],0.14094987129020833,0.8590501287097917
[14 12 26  2],0.1409546758942203,0.8590453241057797
[43 50  9  9],0.14096745408450398,0.8590325459154959
[33 42 25  3],0.14097029098353733,0.8590297090164627
[ 3  5 16],0.14098808704394922,0.8590119129560507
[55  3 21 12],0.14099700493139267,0.8590029950686073
[ 3 60 13  2],0.14099709462277935,0.8590029053772207
[19  8 34 10],0.140998627000841,0.8590013729991591
[ 7  6 33  8],0.14103555946427154,0.8589644405357284
[35 38 34 63],0.1410359226083294,0.8589640773916706
[56 10 19  7],0.14103605852600906,0.8589639414739909
[48 51 34 45],0.14103871533832188,0.8589612846616781
[38 20 29 31],0.14104797226140514,0.8589520277385949
[51 18 60],0.14105733799857248,0.8589426620014275
[30 25 22 44],0.14107444250916762,0.8589255574908323
[ 3 48 11],0.14109699853775126,0.8589030014622487
[36 53 40],0.14115520695039865,0.8588447930496014
