gen,mape,apt
[ 2 39 32 48],0.06794954254796243,0.9320504574520376
[ 2 39 54 46],0.06795174113626719,0.9320482588637328
[ 2 13 29 38],0.06795522999892624,0.9320447700010738
[ 2 56 21 38],0.06796189479834777,0.9320381052016522
[ 2 52 24 15],0.06796317452859647,0.9320368254714037
[ 2 31 29 55],0.06796442426886545,0.9320355757311344
[ 2 63 29 38],0.06796529982448282,0.9320347001755172
[ 2 17 44 51],0.0679672533238553,0.9320327466761448
[ 2 35 44 38],0.06796733964340823,0.9320326603565918
[ 2 34 29 49],0.06796734207853593,0.932032657921464
[ 2 34 29 49],0.06796734207853593,0.9320326579214642
[ 2 18 54 20],0.06796786852438542,0.9320321314756146
[ 2 32 24 55],0.06796816643002683,0.9320318335699732
[ 2 31 31 37],0.06796826480760157,0.9320317351923983
[ 2 10 54 44],0.06796919088805507,0.9320308091119448
[ 2 38 50 13],0.06796931912972001,0.93203068087028
[ 2 39 37 38],0.06797060652211177,0.9320293934778884
[ 2 13 58 33],0.06797079225082296,0.9320292077491772
[ 2 13 15 56],0.06797099791618097,0.9320290020838191
[ 2 13 15 56],0.06797099791618097,0.9320290020838192
[ 2 55 50 37],0.06797106878726787,0.932028931212732
[ 2 28 28 55],0.06797154262510831,0.9320284573748916
[ 2 63 29 32],0.06797347038771039,0.9320265296122896
[ 2 31 29 32],0.06797434660896688,0.9320256533910332
[ 2 32 21 55],0.06797439410354493,0.9320256058964552
[ 2 32 29 46],0.06797459246279593,0.932025407537204
[ 2 31 39 45],0.06797465953448009,0.93202534046552
[ 2 63 59 15],0.06797506627874783,0.9320249337212522
[ 2 58 53 26],0.0679750886997871,0.9320249113002128
[ 2 38 60 21],0.06797567182907847,0.9320243281709216
[ 2 31 24 41],0.06797730147413111,0.9320226985258688
[ 2 28 34 52],0.06797743410697392,0.932022565893026
[ 2 28 34 52],0.06797743410697392,0.9320225658930259
[ 2 31 43 46],0.06797748408542227,0.9320225159145776
[ 2 15 59 21],0.06797748425615888,0.9320225157438412
[ 2 28 29 52],0.0679781807671311,0.9320218192328688
[ 2 39 32 38],0.06797822421585413,0.932021775784146
[ 2 31 41 49],0.06797845922401526,0.9320215407759848
[ 2 31 42 47],0.06797864624463079,0.9320213537553692
[ 2 23 29 34],0.06797868945793621,0.9320213105420638
[ 2 38 43 13],0.06797910331900334,0.9320208966809966
[ 2 32 31 43],0.0679791489555631,0.9320208510444368
[ 2 44 42 47],0.06797918702415169,0.9320208129758484
[ 2 13 38 28],0.06798010482619914,0.9320198951738008
[ 2 13 19 47],0.06798013271231203,0.932019867287688
[ 2 13 19 47],0.06798013271231203,0.9320198672876879
[ 2 31 63 14],0.06798164421935331,0.9320183557806468
[ 2 15 58 45],0.06798178773038628,0.9320182122696136
[ 2 31 29 51],0.0679820122034919,0.932017987796508
[ 2 31 29 51],0.0679820122034919,0.9320179877965079
[ 2 31 29 48],0.06798216417553145,0.9320178358244684
[ 2 13 62 32],0.06798243696102503,0.932017563038975
[ 2 13 29 55],0.06798302426118573,0.9320169757388144
[ 2 31 63 21],0.06798318666880586,0.932016813331194
[ 2 31 63 21],0.06798318666880586,0.9320168133311941
[ 2  7 21 55],0.06798358238713502,0.932016417612865
[ 2 13 14 52],0.06798360522679385,0.9320163947732062
[ 2 32 29 27],0.0679837469473527,0.9320162530526472
[ 2 34 24 55],0.06798427546971374,0.9320157245302862
[ 2 38 44 20],0.06798430395266912,0.9320156960473308
[ 2 23 40 46],0.06798431315160708,0.9320156868483928
[ 2 52 44 17],0.06798436604955772,0.9320156339504424
[ 2 47 59 54],0.06798473828349992,0.9320152617165
[ 2 47 59 54],0.06798473828349992,0.9320152617165001
[ 2 14 47 43],0.06798545696444609,0.932014543035554
[ 2 14 47 43],0.06798545696444609,0.9320145430355541
[ 2 10 54 62],0.06798559216797254,0.9320144078320276
[ 2 17 44 38],0.06798563491859537,0.9320143650814048
[ 2 31 29 46],0.06798577438867835,0.9320142256113216
[ 2 13 29 57],0.06798603142051908,0.9320139685794808
[ 2 10 44 62],0.06798603411929527,0.9320139658807048
[ 2 31 29 30],0.06798605689352546,0.9320139431064746
[ 2 24 29 31],0.06798631111168854,0.9320136888883116
[ 2 13 55 51],0.06798631125725588,0.9320136887427442
[ 2 28 19 50],0.06798697283559063,0.9320130271644094
[ 2 27 46 36],0.06798699096359946,0.9320130090364004
[ 2 37 39 43],0.0679869986917618,0.9320130013082382
[ 2 31 47 41],0.06798710836774602,0.932012891632254
[ 2 31 44 55],0.06798765626458794,0.932012343735412
[ 2 31 44 55],0.06798765626458794,0.9320123437354121
[ 2 13 24 57],0.06798783491495053,0.9320121650850496
[ 2 31 29 62],0.06798835383152269,0.9320116461684772
[ 2 23 46 46],0.06798859460497962,0.9320114053950204
[ 2 63 44 21],0.06798892280337719,0.9320110771966228
[ 2 28 28 52],0.06798903161437897,0.932010968385621
[ 2 52 44 52],0.06799023447959703,0.9320097655204028
[ 2 35 18 48],0.06799041615570436,0.9320095838442956
[ 2 13 20 52],0.06799045365421788,0.932009546345782
[ 2 39 44 46],0.06799128132342301,0.9320087186765771
[ 2 39 44 46],0.06799128132342301,0.9320087186765772
[ 2 32 54 52],0.06799178079070288,0.9320082192092972
[ 2 31 53 26],0.0679919779442818,0.9320080220557182
[ 2 13 21 46],0.06799220105369143,0.9320077989463086
[ 2 31 53 19],0.06799286152239158,0.9320071384776084
[ 2 63 45 22],0.06799340697743286,0.9320065930225672
[ 2 31 29 36],0.06799351323689369,0.9320064867631064
[ 2 31 24 61],0.06799364307128687,0.9320063569287133
[ 2 31 43 50],0.06799387470768221,0.9320061252923176
[ 2 24 33 57],0.06799402418401516,0.9320059758159848
[ 2 59 20 43],0.06799467935201192,0.932005320647988
[ 2 59 20 43],0.06799467935201192,0.9320053206479879
[ 2 31 30 56],0.06799485682267399,0.9320051431773259
[ 2 31 30 56],0.06799485682267399,0.932005143177326
[ 2 63 17 21],0.06799508675943662,0.9320049132405632
[ 2 31 44 26],0.06799509290442476,0.9320049070955752
[ 2 31 29 43],0.06799564729864309,0.932004352701357
[ 2 31 24 60],0.0679957113934874,0.9320042886065126
[ 2 59 20 21],0.06799592223856411,0.932004077761436
[ 2 59 20 21],0.06799592223856411,0.9320040777614359
[ 2 31 24 38],0.06799598076009808,0.9320040192399021
[ 2 31 24 38],0.06799598076009808,0.932004019239902
[ 2 56 54 46],0.06799627607754588,0.932003723922454
[ 2 56 54 46],0.06799627607754588,0.9320037239224541
[ 2 13 20 38],0.06799669980792715,0.9320033001920728
[ 2 31 37 61],0.06799680493738157,0.9320031950626184
[ 2 29 53 52],0.06799687107648117,0.9320031289235188
[ 2 58 54 34],0.0679970220386473,0.9320029779613528
[ 2 13 19 59],0.06799755930327775,0.9320024406967222
[ 2 63 24 32],0.06799789248856096,0.9320021075114392
[ 2 32 20 38],0.0679983521032523,0.9320016478967476
[ 2 13 20 43],0.0679995129967225,0.9320004870032776
[ 2 32 44 38],0.06800047818824458,0.9319995218117554
[ 2 31 29 49],0.06800058194305064,0.9319994180569492
[ 2 39 32 46],0.0680006541049867,0.9319993458950132
[ 2 32 51 31],0.06800112795251638,0.9319988720474836
[ 2 31 43 48],0.06800119925063948,0.9319988007493604
[ 2 11 30 56],0.06800142481327097,0.931998575186729
[ 2 32 29 51],0.0680018714036993,0.9319981285963008
[ 2 38 30 38],0.06800200847118636,0.9319979915288136
[ 2 32 39 37],0.06800288065161461,0.9319971193483854
[ 2 32 43 46],0.06800298441822615,0.9319970155817738
[ 2 63 21 38],0.06800462851463585,0.9319953714853642
[ 2 58 21 41],0.06800486844425051,0.9319951315557496
[ 2 34 19 55],0.06800567898991337,0.9319943210100866
[ 2 13 59 38],0.06800597810924605,0.931994021890754
[ 2 31 36 61],0.06800625042306511,0.9319937495769348
[ 2 15 33 63],0.06800658202747796,0.9319934179725219
[ 2 15 33 63],0.06800658202747796,0.931993417972522
[ 2 32 29 58],0.06800679466454328,0.9319932053354568
[ 2 15 50 38],0.06800815473886421,0.9319918452611358
[ 2 13 62 20],0.06800850024067627,0.9319914997593236
[ 2 13 44 46],0.06800899082633287,0.9319910091736672
[ 2 13 15 50],0.06800915734051423,0.9319908426594856
[ 2 31 43 43],0.06800951632238034,0.9319904836776196
[ 2 23 57 56],0.06800978194914674,0.9319902180508532
[ 2 31 24 52],0.06801026046086821,0.9319897395391318
[ 2 23 37 46],0.06801046564468352,0.9319895343553164
[ 2 13 29 18],0.06801061698932273,0.9319893830106772
[ 2 23 40 51],0.06801068994560527,0.9319893100543948
[ 2 13 58 43],0.0680109883570665,0.9319890116429336
[ 2 31 53 49],0.06801144475707853,0.9319885552429216
[ 2 31 34 63],0.06801191153309384,0.9319880884669062
[ 2 63 35 21],0.06801192996181217,0.9319880700381878
[ 2 27 40 58],0.06801197487416577,0.9319880251258342
[ 2 13 51 20],0.06801245893874616,0.9319875410612538
[ 2 35 29 41],0.0680127362101131,0.9319872637898868
[ 2 32 45 43],0.06801307095304694,0.931986929046953
[ 2 63 31 32],0.06801370223694586,0.9319862977630542
[ 2 13 17 51],0.06801535571136058,0.9319846442886396
[ 2 31 17 57],0.06801552693113848,0.9319844730688616
[ 2 63 27 55],0.06801634182576959,0.9319836581742303
[ 2 31 30 46],0.06801637347852353,0.9319836265214764
[ 2 31 29 63],0.06801735414253272,0.9319826458574672
[ 2 13 44 27],0.06801770722848381,0.9319822927715162
[ 2 32 45 48],0.06801867946978556,0.9319813205302144
[ 2 31 35 38],0.06801944712099887,0.9319805528790012
[ 2 63 13 38],0.06802204108805741,0.9319779589119426
[ 2 62  2 41],0.06802444548729705,0.931975554512703
[ 2 13 14 46],0.0680254641919317,0.9319745358080684
[ 2 13 15 55],0.0680275669726564,0.9319724330273436
[ 2 31 28 60],0.06802759826516529,0.9319724017348348
[ 2 31 29 37],0.06802789070885541,0.9319721092911446
[ 2 34 44 61],0.06802822071388966,0.9319717792861104
[ 2 63 21 61],0.06803221486764151,0.9319677851323585
[ 2 38 36 37],0.06803554792799217,0.9319644520720078
[ 2 13 54 43],0.06803833000813775,0.9319616699918624
[ 2 63 40 21],0.06803887926138055,0.9319611207386196
[ 2 59 30 38],0.06804414817656064,0.9319558518234392
[ 2 14 44 46],0.06804728660108336,0.9319527133989166
[ 2 13 21 26],0.06804759816021623,0.9319524018397838
[ 2 13 29 19],0.06807239357095833,0.9319276064290416
[ 3  2 51 43],0.06807543846298561,0.9319245615370144
[ 3  2 21 61],0.06808439201497772,0.9319156079850224
[ 3  2 21 59],0.06810105661010306,0.9318989433898969
[ 3  2 21 59],0.06810105661010306,0.9318989433898968
[ 3  2 24 43],0.06811147658720251,0.9318885234127976
[ 3  2 21 46],0.06813208470531355,0.9318679152946864
[ 3  2 21 55],0.06814498097449354,0.9318550190255064
[ 2 13 16 20],0.06816058203420651,0.9318394179657936
[ 3  2 43 43],0.06816644518130377,0.9318335548186962
[ 3  2 24 49],0.068171249492958,0.931828750507042
[ 3  2 20 61],0.06819458385116545,0.9318054161488344
[ 3  2 29 24],0.0681967292013968,0.9318032707986031
[ 3  2 30 43],0.06820859741549866,0.9317914025845012
[ 2 40 29 38],0.06827738099264387,0.931722619007356
[ 2 56 30 50],0.0683778691183931,0.9316221308816071
[ 2 56 30 50],0.0683778691183931,0.9316221308816072
[ 2 43 29 60],0.06846790291420475,0.9315320970857952
[ 3 10 34],0.06849301367131007,0.93150698632869
[ 3 10 34],0.06849301367131007,0.9315069863286899
[ 2 56  3  3],0.0685549204883839,0.931445079511616
[ 2 56  3  3],0.0685549204883839,0.9314450795116159
[ 2 62 44 63],0.06858487651161009,0.93141512348839
[ 2 54 51 62],0.0686600029332698,0.9313399970667302
[ 2 27 54 37],0.06877761179116729,0.9312223882088329
[ 2 36 26 46],0.06892059714174817,0.931079402858252
[ 2 36 26 46],0.06892059714174817,0.9310794028582521
[ 2 56 18 49],0.06893265160116639,0.9310673483988336
[ 2  3 41 55],0.06907954964472911,0.9309204503552708
[ 2 15 29 51],0.06911836714473839,0.9308816328552616
[ 2  3 59 42],0.0691456936467708,0.9308543063532292
[ 2 38 32 16],0.06926073181021097,0.930739268189789
[ 2  3 58 46],0.06933221071792366,0.9306677892820764
[ 4 25],0.06942036301266226,0.9305796369873376
[ 2 60 30 36],0.06982914893181476,0.9301708510681852
[ 3  3 54  9],0.07020832514184115,0.9297916748581588
[ 3  3 24 46],0.07025288969981572,0.9297471103001844
[ 3  3 55 43],0.07026846019215169,0.9297315398078484
[ 5  3  9 50],0.07058250237802251,0.9294174976219776
[ 2 58 29 16],0.07061466298539745,0.9293853370146026
[ 2 13 58 15],0.07083285927715947,0.9291671407228406
[ 2 56 12 41],0.07111852199540396,0.928881478004596
[ 2 54 22 52],0.0712000409132028,0.9287999590867972
[ 2 63 62 51],0.07156804256904949,0.9284319574309504
[ 5 17 24 46],0.07161028087136911,0.9283897191286308
[ 5 15 52 23],0.07163014806803536,0.9283698519319646
[ 2 54 29 27],0.07175591687706549,0.9282440831229344
[ 2 56 38 48],0.07178752171310522,0.9282124782868948
[ 2 26 62 61],0.07181383653496629,0.9281861634650336
[ 3  9 51 43],0.07192888251776282,0.9280711174822373
[ 2 43 29 46],0.07207323556425385,0.9279267644357462
[ 2  3 15 61],0.07208136856999849,0.9279186314300016
[ 2 15 28 46],0.07250248871528987,0.92749751128471
[ 7 22],0.0728141889386515,0.9271858110613485
[ 3 15  6 32],0.07302543648992811,0.926974563510072
[ 3 15  6 32],0.07302543648992811,0.9269745635100721
[ 3 14 54  3],0.0730255633709865,0.9269744366290136
[ 3 26 27  7],0.07302639321549875,0.9269736067845012
[ 3 15  6 50],0.07303608850225364,0.9269639114977464
[ 3 16  6 37],0.07303666444698058,0.9269633355530196
[ 3 12 10 36],0.07303719141961114,0.9269628085803888
[ 4 43 43],0.07304155316393664,0.9269584468360632
[ 3 50  1 35],0.07304271001092474,0.9269572899890752
[ 3 50  1 39],0.0730432692227739,0.926956730777226
[ 3 50  1 38],0.07304351115204541,0.9269564888479546
[ 3 50  1 43],0.07305260701203699,0.9269473929879629
[ 3 50  1 43],0.07305260701203699,0.9269473929879628
[ 3 15  6 20],0.07305402422580949,0.9269459757741904
[ 3 19  8 17],0.07305551580944038,0.9269444841905596
[ 4 53 11  8],0.07330845505883297,0.9266915449411669
[ 4 53 11  8],0.07330845505883297,0.9266915449411668
[ 2 24 17 62],0.0734407613755419,0.926559238624458
[ 2  3 17 38],0.07371190466032977,0.9262880953396704
[ 3 43 37],0.07371732852084988,0.92628267147915
[ 3 43 37],0.07371732852084988,0.9262826714791501
[ 3 52 37  0],0.07372281325914318,0.9262771867408568
[ 3 25 60],0.0738021819534679,0.926197818046532
[ 3  5 10 10],0.07380574559293346,0.9261942544070664
[ 0  3 56 38],0.07380622984703993,0.92619377015296
[ 3 27 24  5],0.07383095665816461,0.9261690433418354
[ 3 25 49],0.07383875258280731,0.9261612474171927
[ 2 63 30 43],0.07385000213446143,0.9261499978655384
[ 3  7 34],0.07385846655322402,0.9261415334467759
[ 3  7 34],0.07385846655322402,0.926141533446776
[ 3 22 49  3],0.07386802099812823,0.9261319790018718
[ 0  3 42 54],0.07389121055324711,0.9261087894467528
[ 3 26 63],0.07389234819766875,0.9261076518023312
[ 3 44 34],0.07389340576617487,0.9261065942338252
[ 0  3 34 55],0.0739088530630924,0.9260911469369076
[ 3 50 58  0],0.07391376579342443,0.9260862342065757
[ 2 56 21 21],0.07391749272054868,0.9260825072794512
[ 3 49 49],0.07393187278191561,0.9260681272180844
[ 4 29],0.07415826972412272,0.9258417302758772
[ 3  8 42 13],0.0742168993099083,0.9257831006900916
[ 2  3 59 63],0.07433786895659304,0.925662131043407
[ 2 55 18 32],0.07453544141276491,0.9254645585872352
[ 2 10 59  0],0.0745863735940204,0.9254136264059796
[ 2 49  3 49],0.07472726046073655,0.9252727395392636
[ 4 10 29 55],0.07500920664763734,0.9249907933523628
[15 60 29  4],0.07502181217710051,0.9249781878228996
[ 2 38  4 38],0.07516609073855686,0.9248339092614432
[ 2 35 59 25],0.07520578491747952,0.9247942150825204
[ 2 40 46 59],0.07520836690925996,0.92479163309074
[ 2 45 44 46],0.07520908192718022,0.9247909180728198
[ 2 62 37 56],0.07520979385038973,0.9247902061496104
[ 2 29 14 59],0.07520989224715144,0.9247901077528484
[ 2 22 44 35],0.07521035824061742,0.9247896417593826
[ 2 22 38 52],0.07521064052544743,0.9247893594745524
[ 2 13 36 32],0.07521070413451515,0.9247892958654848
[ 2 30 20 56],0.0752107144545817,0.9247892855454184
[ 2 31 16 61],0.07521084907225231,0.9247891509277476
[ 2 56 37 63],0.07521086658234688,0.9247891334176532
[ 2 20 44 38],0.07521095076313371,0.9247890492368664
[ 2 54 55 51],0.07521127238917476,0.9247887276108252
[ 2 54 47 45],0.07521144070952214,0.924788559290478
[ 2 54 47 45],0.07521144070952214,0.9247885592904781
[ 2 31 32 32],0.07521162349022792,0.924788376509772
[ 2 47 59 55],0.07521168638299604,0.924788313617004
[ 2 58 49 41],0.07521236862036243,0.9247876313796376
[ 2 58 53 55],0.07521384804679225,0.9247861519532078
[ 3  9 60 12],0.075214825878355,0.9247851741216451
[ 3  2 51  5],0.07524983649325237,0.9247501635067475
[ 3  2 22 14],0.07525754319656963,0.9247424568034304
[ 3  2 54  4],0.07525928892008367,0.9247407110799164
[ 3  2 26 16],0.07526099416752323,0.9247390058324768
[ 3  2 21 38],0.0752616915848189,0.9247383084151812
[ 3  2 17 20],0.07526206414380875,0.9247379358561912
[ 3  2 21 21],0.07526507943475674,0.9247349205652432
[ 3  2 29 13],0.07526622536852147,0.9247337746314784
[ 3  2 43 16],0.07527288380602386,0.9247271161939762
[ 3  2 62  4],0.07528093118396277,0.9247190688160372
[ 3  2 39 14],0.07528346321942926,0.9247165367805708
[ 3  2 60 13],0.07528498571889691,0.9247150142811033
[ 3  2 51 20],0.07528734901794093,0.9247126509820592
[ 3  2  6 59],0.07529369740060023,0.9247063025993998
[ 3  2 18 37],0.07529964910092078,0.9247003508990792
[ 3  2  6 43],0.07530393105309602,0.924696068946904
[ 3  2  6 43],0.07530393105309602,0.9246960689469041
[ 3  2 60  5],0.07532648661286055,0.9246735133871394
[ 3  8 60 13],0.07534763743661993,0.92465236256338
[ 2 23  3 52],0.07537416654896699,0.9246258334510329
[ 2 23  3 52],0.07537416654896699,0.9246258334510328
[ 4 54  3 45],0.07546709914754754,0.9245329008524524
[ 2 43 29 37],0.07580115795516397,0.9241988420448359
[ 2 43 29 37],0.07580115795516397,0.924198842044836
[ 2 40 54 46],0.07583506457176764,0.9241649354282324
[ 2 31 17 21],0.07589271633673705,0.9241072836632628
[ 2  3 22 27],0.07615081962282706,0.9238491803771728
[ 3 61 29  6],0.07622753547100536,0.9237724645289946
[ 3 12 33 33],0.0762457250268563,0.9237542749731436
[ 3 19  4 50],0.07625961205168079,0.9237403879483193
[ 3 10 49],0.07626951323029814,0.9237304867697018
[ 3 56 21  5],0.07626952137235628,0.9237304786276436
[ 3 11  3 41],0.07627035176187981,0.9237296482381202
[ 3 54 21  5],0.07627188356215188,0.923728116437848
[ 3 39  8 28],0.07627479410289725,0.9237252058971028
[ 3 27  8 17],0.07627866385462828,0.9237213361453718
[ 3 38  8  5],0.07628435096586035,0.9237156490341396
[ 3 15 13 26],0.07628861380230466,0.9237113861976952
[ 3 21  8 17],0.07629034793201897,0.9237096520679812
[ 3 12 39  6],0.07629161150326401,0.923708388496736
[ 3  4  8 17],0.07629816502335758,0.9237018349766424
[ 2  3 21 50],0.07630080934127044,0.9236991906587296
[ 3 16  6 38],0.07630147335765113,0.9236985266423487
[ 3  4 15 27],0.07630169458244097,0.9236983054175592
[ 3 16  6 50],0.07630864658807003,0.9236913534119301
[ 3 16  6 50],0.07630864658807003,0.92369135341193
[ 3 39  8 21],0.07631614404828528,0.9236838559517148
[ 3 19 61 12],0.07632236761694683,0.9236776323830532
[ 3 39  7 17],0.07632405040801978,0.9236759495919802
[ 3 56  6 46],0.07632619224340934,0.9236738077565908
[ 3 15  3 50],0.07632724496493512,0.9236727550350649
[ 3 54 13  9],0.07632882826452915,0.9236711717354708
[ 3 35 27],0.07633398271481935,0.9236660172851806
[ 3 47 37],0.07633417461734658,0.9236658253826534
[ 3 39  7 21],0.07633616993598517,0.9236638300640148
[ 2  6 46 36],0.0763392256108191,0.9236607743891808
[ 3 47 44],0.07633967098930168,0.9236603290106984
[ 3 24 30  4],0.07634176076886358,0.9236582392311364
[ 3 35  3 45],0.07634534794637474,0.9236546520536252
[ 3 22  0 43],0.07634808895571697,0.9236519110442828
[ 3 22  0 43],0.07634808895571697,0.9236519110442829
[ 3 53 21  6],0.07634909566446596,0.923650904335534
[ 3 53 21  6],0.07634909566446596,0.9236509043355341
[ 3 17  8 17],0.07635248170319715,0.9236475182968028
[ 3 47 60  6],0.0763530662739861,0.923646933726014
[ 3 10 56],0.07635660773674895,0.9236433922632512
[ 3 36 18  4],0.07635850323490706,0.9236414967650931
[ 3 36 18  4],0.07635850323490706,0.9236414967650932
[ 3 63  8  4],0.07635971589946737,0.9236402841005328
[ 3  4 10 36],0.07636061196225333,0.9236393880377468
[ 3 47  3 19],0.07636573510721084,0.9236342648927892
[ 3 15  8 21],0.07637305798467355,0.9236269420153264
[ 3 13  8 26],0.07637584709999681,0.9236241529000032
[ 3 15 49  3],0.07637598768731821,0.9236240123126818
