gen,mape,dim
[ 3 47 34 44],0.1151441124460888,4
[ 3 56 41 37],0.11514948732166146,4
[ 4 49 50 41],0.1151549424024208,4
[ 3 63 52 40],0.11516158214086107,4
[ 5 31 42 28],0.1151641140088313,4
[ 3 58 38 62],0.11520232375763095,4
[58 56  6 20],0.11521065973907504,4
[22 61 15 54],0.11523350991002412,4
[ 8 44 61 57],0.11530333924458205,4
[ 5 17 16 19],0.1153193228316048,4
[29 20 29 61],0.11532086194179968,4
[ 2 31 29 58],0.1153824665051411,4
[ 7 30 19 61],0.11539301785618505,4
[ 4 48 54 63],0.11539357906421945,4
[ 4 63 23 37],0.11540935221163001,4
[ 4 63 23 37],0.11540935221163,4
[62 18],0.11540938382269172,3
[62 18],0.11540938382269172,2
[28 12 31 42],0.11541774302910067,4
[ 2 28  3 52],0.11542077157821268,4
[ 4 56 29 56],0.11551334541529801,4
[ 4 56 29 56],0.115513345415298,4
[ 3 41  5 24],0.11551612944415778,4
[ 3 54 47 45],0.11553932622418445,4
[15 41 52  8],0.11556220990286747,4
[47 29 16 34],0.11561783569397473,4
[ 4 53 11 23],0.11562164776285445,4
[ 9 58  9 31],0.11564740360112975,4
[46 34 54 35],0.11568760518164616,4
[55 62 44 38],0.11568888836570634,4
[ 4 57 11 49],0.11571098016940436,4
[ 4 56 29 38],0.1157119463748454,4
[ 3 61  6 14],0.11572807050890598,4
[ 4 39 28 16],0.11572912589495045,4
[ 7  1 21  6],0.11573842240151427,4
[ 4 32 14 54],0.11574607330774644,4
[ 4 60 61 27],0.11575439159613525,4
[8 7],0.11577966434094572,2
[8 7],0.11577966434094572,3
[2 3],0.1157956664805429,2
[ 7 62 27],0.11581208994631095,3
[61 32 54],0.11582690760187782,3
[ 4 41 48 34],0.11583253806884845,4
[ 4 53 14 42],0.11584443147938575,4
[62  7  2],0.11590192596377975,3
[28 24 15 50],0.11592207036537655,4
[ 4 13 14 42],0.1159342724236668,4
[ 8 61 63 43],0.11594438869752376,4
[ 8 51 36 36],0.1159531157693632,4
[12 60],0.11600062231798836,2
[ 3 46],0.1160392268603782,2
[ 2 23 44 13],0.11609312021468665,4
[ 3 56  8 37],0.11620064260655248,4
[22 26 14],0.1162167586154214,3
[ 4 31 43 62],0.1162181652262629,4
[ 3  9 41 27],0.11622959039741106,4
[21 12],0.11625305348430187,2
[21 12],0.11625305348430187,3
[ 4  3 59 63],0.1162829082089512,4
[55 43 16 20],0.11628400366695525,4
[ 3 13 46 62],0.11633697556751132,4
[ 3  6 22  9],0.11637798792513215,4
[49 53 35 53],0.11637923641275125,4
[ 3 13 21 38],0.11641617721813292,4
[11 57 31 59],0.1164232870204088,4
[ 5 47],0.1164393262659374,2
[ 5 18 49  6],0.11644697276893315,4
[ 4  6 44 57],0.11644952283817553,4
[ 7 31 12 38],0.11652239582643956,4
[ 5  3 62],0.11658361089969152,3
[ 4  7 29 51],0.11658433121630325,4
[40 16 35  8],0.11661768385585684,4
[26 23 51 54],0.11663420871678347,4
[ 3 44],0.11664034273322793,2
[ 3 56 54 16],0.11668523369385984,4
[40 40 61 16],0.11672264897891925,4
[ 3 50 29 35],0.1167275684592914,4
[16 63 31  2],0.11674207615681192,4
[ 2 54 44 16],0.11681524098690338,4
[36 35],0.1168498976350398,2
[ 6  7 48],0.11686366292858352,3
[12  4 31  2],0.1169119254938464,4
[ 8 32],0.1169453223929361,2
[ 2 13 47 59],0.11696286499854795,4
[40 23 40 26],0.11700050277923026,4
[ 7 15 24],0.11706051780564705,4
[ 5 56],0.11709737952280208,2
[ 3 13 50 46],0.11711902099777215,4
[ 4 24 63 41],0.11713223941088716,4
[ 2 41  3 11],0.11713714157037194,4
[ 2 15 54 63],0.1171520420213798,4
[18 45],0.11716075614658278,2
[33  5 56  3],0.11716776484862094,4
[28 30 44 31],0.11718642937893105,4
[ 3 13  8 32],0.11721096082732314,4
[ 5 28],0.11724006834422653,2
[43 47 60 54],0.11724849817778125,4
[11 29 21 60],0.11729685703213327,4
[ 3 57  8 58],0.11732113517355575,4
[ 5  4 57 59],0.11734926673325813,4
[28 24 16 39],0.11738472699112412,4
[ 3 41  6  4],0.11743789971670306,4
[51 54 40 58],0.11750085769642905,4
[ 2 48 20 49],0.11750732022907093,4
[ 2 38 36 20],0.11754607715239107,4
[ 2 15 54 46],0.11754841179660107,4
[ 2 31 29 20],0.11755598879020294,4
[ 3 41 25],0.1175613885330215,3
[ 9 48],0.11756603070513175,2
[ 2 31 27 45],0.1175789376456327,4
[ 7 30],0.1176047494058966,2
[ 2 31 31 49],0.11761035808660587,4
[ 2 31 46 26],0.11761191912767392,4
[ 2 17  9 58],0.11761344914046792,4
[ 2 21 10 54],0.1176156913352756,4
[ 2 47 28 41],0.11762593073351135,4
[ 2 54  8 62],0.11763506057164826,4
[7 8],0.11763712295303302,2
[ 2 33 19 38],0.11766309846034745,4
[ 6 44  5  8],0.11767293247787805,4
[13 48 26 23],0.11769618646826613,4
[61  5 21 59],0.11778537933454335,4
[61 57],0.11780552445794,2
[ 4 58],0.11780562981690974,2
[29 14 16],0.11781190806211615,4
[ 7 49 63 56],0.11782230030737464,4
[ 5 29],0.1178362571963657,2
[ 5 13],0.1179262486784008,2
[ 3 22 52  7],0.11792709046264276,4
[ 3 17 20 26],0.11793507489127796,4
[ 3 25  8 40],0.11793895275984052,4
[ 7 53],0.1179427409719208,2
[23 57 30 62],0.11794537620124525,4
[ 2  3 54 25],0.11795589057498755,4
[19 61],0.11796399712924655,2
[46 24],0.11797820444580633,2
[39 48  6 16],0.11799746657646368,4
[ 4 18 36 15],0.11803281155782724,4
[ 5 61 16 29],0.11810174984068895,4
[28 37 11 60],0.11811927718204494,4
[63  7 13 35],0.11818621836445498,4
[ 5 31],0.11822070531042544,2
[53 34 51],0.11822959978269028,3
[ 3 14 23  2],0.1182401406737403,4
[10 30 10],0.1182499145648748,3
[63 41  8 25],0.11828455954681187,4
[37 44 13  7],0.1182876311282842,4
[ 3  4 46 43],0.11829224197382895,4
[ 2 56 17 63],0.11829539999703165,4
[ 3 17  8 59],0.1182981279903678,4
[22 49 20 26],0.11829912619744745,4
[ 6 43 33 16],0.11830821188634055,4
[ 2 36 14 63],0.11834028488589345,4
[ 3 50],0.11845101672940525,2
[ 3 50],0.11845101672940525,3
[ 4 22  1 15],0.11847570682208235,4
[16 56 26 52],0.11849536899209435,4
[ 3 60  6 62],0.11853132552100153,4
[31 17 63 37],0.11854000251031108,4
[ 6 30 17 39],0.1185439219149858,4
[28 21],0.11859087700589947,2
[ 3 13 59 33],0.11873129812993345,4
[ 7 41  2 22],0.11878750145024165,4
[ 3 23],0.1188428853007166,2
[11 58 25 38],0.11884653458834547,4
[ 7 31],0.11885563530498205,2
[37 44 45 40],0.11885644947407945,4
[ 3 40 57 27],0.11888395980502067,4
[63 53 37 35],0.11889255613912288,4
[ 3 63 13 38],0.1188961922603773,4
[12  6  5],0.1188969679896359,4
[47 24  4 36],0.1189005835759774,4
[ 3 63 13 31],0.1189010152635907,4
[ 3 31 24 46],0.11897442228243504,4
[ 3 16 13 26],0.11900161179314275,4
[ 9 13 12  1],0.11900315316506906,4
[ 5 13 34  9],0.11903328944586053,4
[ 3 19 41 56],0.11908738002246808,4
[55 48 30 52],0.11912057608776508,4
[20 18 10],0.11917019712342065,3
[53  4],0.11918021629669195,2
[29  3],0.11918419603316065,2
[ 3 18 41 43],0.11919546717438233,4
[ 3 21 49 31],0.1192143443366682,4
[17 50 54 51],0.11921610540391507,4
[ 3 21 13 50],0.11923831430515995,4
[ 3 13 21 59],0.1192415717682349,4
[ 3 63 26 56],0.11924542521913285,4
[17 43 42],0.11924582194373913,4
[10  1],0.11925468884793128,3
[ 3 49  6 55],0.11925820330750042,4
[ 3 21 13 53],0.11925905733634873,4
[ 3 20 62 21],0.11925971853794776,4
[ 3 16 59 13],0.11925972560463573,4
[ 3 24 63 45],0.11926226719542313,4
[ 3 23 32 46],0.11926720173258105,4
[ 3  4 46],0.1192751212020237,4
[ 3 23 22 56],0.1192763195160688,4
[ 3 24 63 55],0.11927808417519065,4
[ 3 53 59 38],0.11928834321558154,4
[ 3 15 44 38],0.11929637703883272,4
[ 3 27 21 56],0.11929853586012468,4
[ 3 13 53 54],0.11930030644037146,4
[ 3 17 45 41],0.11930380442838676,4
[ 3 15 53 26],0.1193056502695894,4
[ 3 13 58 15],0.11930836979868893,4
[ 3 25 43 43],0.11930891423751044,4
[ 3 17 32 63],0.11930905379908915,4
[ 3 18 18 43],0.11931040908703998,4
[ 3 15 38],0.1193146538994494,4
[ 3 15 36 38],0.1193179044481026,4
[ 3 28 29 38],0.11931939792137748,4
[ 3 15 58 37],0.1193205697757776,4
[ 3 15 60 61],0.11932283551162855,4
[ 3  9 36],0.11933114456247565,3
[ 3 15 49 33],0.11933126022841628,4
[39 41 22 13],0.1193389716370702,4
[ 3 13 21 49],0.11934245076354015,4
[ 3 17 32 59],0.1193426542074568,4
[ 3 15 20 43],0.11934804568626572,4
[46  3 40 26],0.11934823310557062,4
[ 3 53 44 25],0.11935095786676556,4
[ 3 42 43 52],0.11935472174779024,4
[ 3 15 52 63],0.11936539458161145,4
[ 3 16 13 53],0.11936733540221565,4
[ 3 53 39 16],0.11936772287488576,4
[ 3 15 43 46],0.11937048038059345,4
[ 3 15 57 33],0.11937305424448795,4
[ 2 14 20  6],0.11937438548606415,4
[ 3 15 39 31],0.11937765307220614,4
[ 3 20 39 31],0.11937906342837648,4
[ 2 11 29 14],0.11938174471917225,4
[ 3 15 51 43],0.1193822027133663,4
[ 3 56 29 24],0.11938414252698824,4
[ 3 15 44 46],0.11938449245096194,4
[ 3 19 16 50],0.11938671451106735,4
[ 3 18 55 28],0.11938828907935176,4
[ 3 19 29 46],0.11939141057951995,4
[ 3 20 47 57],0.11940354032308804,4
[ 3 57 14 63],0.11941400788270652,4
[ 2  3 40 37],0.11941795217122562,4
[ 2 56  1 39],0.11941839286032555,4
[ 3 44 26 38],0.11941892536971373,4
[ 3 51 20 55],0.1194230005698997,4
[ 2 15 36 21],0.11942356725909915,4
[34  9 29 42],0.11942493031058428,4
[ 7 62 41 52],0.11942538609918488,4
[ 2 14  4 26],0.11942593860136776,4
[ 3 15 28 46],0.11943629450531584,4
[ 2 49 20  5],0.11943963057026948,4
[ 2 37 29  5],0.11944277903850435,4
[ 2 16 45  3],0.11944278252524065,4
[ 2 15 23 14],0.11945093196903295,4
[ 2 58 29  4],0.11946848296502365,4
[ 2 11 24 18],0.11948147112626405,4
[ 2 14 20 22],0.1194887099736513,4
[ 2 14 40 14],0.11950420703433118,4
[ 3 18 48 28],0.1195112691534714,4
[ 7 25 58 31],0.11952495539325647,4
[ 3 16  6  6],0.11953223791840127,4
[18 58 51 61],0.11954357528324575,4
[ 2 61 44 63],0.11956187015729662,4
[ 3 53  8 62],0.11957811688212275,4
[ 2 56 39 38],0.1195788290347074,4
[11 54 11  6],0.11962839566702273,4
[13 63 12 28],0.11963459847970065,4
[31 45 33 50],0.1196685635844872,4
[ 8 48 27 13],0.11969928427556364,4
[ 4 14 59 33],0.11971578334046235,4
[14 35 47 55],0.11972238664871278,4
[ 5  5 29 52],0.11974846660572824,4
[ 3 35 55 46],0.11977283761293267,4
[46  4 32 15],0.1197808066435874,4
[ 3  5 41 48],0.11979872923286446,4
[ 3 56 54 37],0.11980722290629475,4
[ 3 63  8 21],0.1198153738863682,4
[ 3 40 40 59],0.1198359560645604,4
[ 7 52 28 16],0.1198362813320596,4
[ 3 30 62 35],0.11985597541006815,4
[ 3 40 29 43],0.11985994867592994,4
[ 3 57 41 31],0.11986734458663713,4
[ 4 52 47  5],0.11988124347229012,4
[ 3 32 43 43],0.11988640140593178,4
[ 3 49 52 43],0.11988969921783428,4
[ 3 41 29 50],0.11989777349352995,4
[ 3 28 53 19],0.11989925325413338,4
[ 3 40 44 38],0.11990838943843732,4
[ 3 58 60 38],0.1199092582416496,4
[ 3 63 55 27],0.1199107041049786,4
[19 35 50],0.11991216736276487,3
[ 3 31 44 59],0.1199241744246991,4
[ 3 56 44 32],0.1199290731728273,4
[ 3 30 60 54],0.11992986901454608,4
[ 3 38  8 28],0.11993287943870128,4
[ 3 60 54 50],0.11994017288035402,4
[ 3 50 51 43],0.1199424571054691,4
[ 3 31 29 46],0.11995909860978382,4
[ 3 34 54 40],0.11998239478621466,4
[ 2 62 29 42],0.12000231663792682,4
[ 2 56  2 37],0.12000748327817926,4
[31 16 54],0.12002256520103476,3
[ 2 56 17 61],0.12002993027869245,4
[ 4 39 50  4],0.12003335992363585,4
[ 3 58 60 26],0.12004938172447566,4
[ 3 24 17 36],0.12005420718512498,4
[ 5 21],0.12007095331535485,2
[50  3 30],0.1201870949826342,4
[ 2  7 19  5],0.120202744091416,4
[ 8 44  4 62],0.12021553170737012,4
[ 2  6 17 43],0.1202317575587418,4
[15 42 12 13],0.12024691831713095,4
[ 7 10 53 55],0.12027951746615155,4
[19  5],0.12030534177595338,2
[13 40  3 42],0.12030864965855224,4
[60 32 19],0.12031333968734027,4
[12 59],0.12034810661713688,2
[28 30 26 22],0.12035392928636347,4
[ 3 44 10 43],0.12036128811155587,4
[18 18 21 26],0.1203667694097208,4
[31 11 30  1],0.12038444124057415,4
[ 2 16 10 55],0.12038636920931113,4
[ 3 13 29  6],0.1204257380815384,4
[60  7 19 16],0.12047026441144322,4
[ 4 53],0.12051303010120305,2
[47],0.1205515310203934,2
[ 5 56 37 23],0.12061371201190314,4
[ 3 39 26 59],0.12061937488344995,4
[35],0.12064511081599348,2
[22 39 13 15],0.12068821011937625,4
[ 5 15],0.12071934828183695,2
[ 8 10 44 42],0.12074534112690342,4
[ 9 20 53 41],0.12075721518190152,4
[14 12],0.12079677661935335,3
[14 12],0.12079677661935335,2
[34 31 44 63],0.12092221563617088,4
[52 10 10 37],0.12097900312286768,4
[ 2 14  2 52],0.12104050711365473,4
[56 61 55 58],0.12109840313919094,4
[ 9  9 34 43],0.12111280645343382,4
[10 48],0.12115712358517568,2
[ 2  3 29  6],0.12120039304887804,4
[13 56 38],0.12120886929345095,3
[42 45 46  7],0.1212274397632543,4
[ 5 63 54 15],0.12131954274338574,4
[ 5 63 29 61],0.12133473486339752,4
[ 5 62 50 54],0.12135722637134215,4
[58 62],0.12137258633432045,2
[ 5 49 33 43],0.12137500115515575,4
[ 5 27 26 34],0.12137870987105084,4
[ 5 17 54 46],0.1213900049794288,4
[ 5 58 37 56],0.12145001395348487,4
[ 5 58 53 56],0.1214796448334352,4
[ 3 61 51],0.12148402000948234,3
[ 5 51 62 29],0.1214884481704049,4
[ 3 24  6 21],0.12149556355381284,4
[ 5 34 39 54],0.12149752798663575,4
[ 5 41 32 32],0.12150498234724667,4
[ 3 63  7 23],0.1215090927681197,4
[ 5 51 58 31],0.12151093821466932,4
[ 6 17],0.12152146806654696,2
[ 5 18 54 20],0.12152245683485086,4
[ 3 63 54],0.12153708974566794,3
[ 5 17 59 52],0.12153862500701401,4
[ 5 17 59 52],0.121538625007014,4
[ 8 25  7 15],0.12154959000130172,4
[ 7 48 44 16],0.1215544148800122,4
[ 5 62 54 35],0.12155527357438592,4
[ 5 56 29 52],0.1215809243852633,4
[ 5 48 14 57],0.12159958934373938,4
[ 3 61 56],0.12160425052263835,3
[ 5 61 54 15],0.12161463748196315,4
[25 31 10 10],0.1216269700587927,4
[ 3 26  6 20],0.121627766542147,4
[ 3 26  6 20],0.12162776654214699,4
[ 3 17  6 18],0.12163095013308745,4
[ 3 61 49],0.12163714348491167,3
[ 3 16 13  9],0.12163795450993392,4
[ 7 39 43 46],0.12163836426662565,4
[ 3 16  8 28],0.12164437438717805,4
[ 5 36 29 33],0.12165710092500212,4
[ 3 16  6 17],0.12166598676548022,4
[ 3 41 24],0.1216660660363983,3
[ 3 63 31],0.1216769181638757,4
[ 3 60 28  4],0.12167893483494835,4
[ 3 38 49],0.12167917864707115,4
[ 3 44 53],0.12168022513234453,3
[ 2 49 50 37],0.12168206991434675,4
[ 5 14 32 61],0.12168846258981986,4
[ 5 62 45 13],0.12168851758708787,4
[ 3 61 34  2],0.12168876872041855,4
[ 3 36 18 49],0.12171012855644554,4
[ 3 43 36],0.12171558799226385,3
[ 5 53 49 22],0.12171945125583122,4
[ 3 54 26],0.1217198492310082,3
[ 3 15  3 20],0.12172240902758473,4
[ 3 49 59 27],0.12173308560971464,4
[ 3  7  4 27],0.12173614968714125,4
[ 5 46 60 57],0.12174145351476247,4
[ 3 62  2  5],0.1217418106822825,4
[ 3 32 44 13],0.12174231931654696,4
[ 3 54 13],0.1217488699129395,3
[ 3  4 13 15],0.12175261322983948,4
[ 5  9 44 61],0.12175548465956915,4
[ 3 24 22],0.1217583299493853,3
[ 3 32 33],0.12176804101515284,4
[ 3 10 39],0.1217754854109162,3
[ 5 63 62 16],0.12178174735743412,4
[ 3 56 59],0.12178766527587565,4
[ 3 21  6 41],0.12179094686120755,4
[ 3 13 29  3],0.12179401080060945,4
[ 3 38 26 21],0.12181122584009145,4
[ 3 41 37],0.1218340737926632,4
[ 3  7 58 43],0.12183465795731273,4
[ 3 24  6  4],0.12183872520234867,4
[ 3 26 37],0.1218458701262014,4
[ 3 38 63 16],0.12186166498832328,4
[ 9 11 45 37],0.12186504567924834,4
[ 3 31 43 26],0.12189374724301676,4
[28 44 27  2],0.12189681075003372,4
[ 3 34 18 21],0.12194056717610458,4
[ 3 26 58  7],0.12196973770876512,4
[28 42 25 34],0.12208810702145212,4
[4 7],0.12209756600210316,2
[13 58 33 18],0.12210827276983915,4
[22 61  8 49],0.12216300176708578,4
[ 8 63 19 58],0.12216709469431265,4
[15 50 49  7],0.12217341011723658,4
[58 22 15 42],0.12218801784502055,4
[27 25 31 35],0.12219403891093095,4
[28 59 51 60],0.12222354905674805,4
[ 2 44 54 61],0.12233009473305895,4
[ 3 48],0.12236472861721953,2
[ 3 21 17 37],0.1223701473693228,4
[ 6 39 54 16],0.1223852593234586,4
[55 12  4 58],0.12239779864273125,4
[ 2 56 49 52],0.12240886190677736,4
[ 2 56 60 61],0.12243725108752428,4
[ 2 56 51 61],0.12247816647370208,4
[ 2 53 54 61],0.12248577411804258,4
[ 2 56 63 51],0.1224884636459532,4
[ 2 31 45 40],0.12249745314042634,4
[ 2 55 54 50],0.12250972718560856,4
[ 2 56 54 43],0.1225123237282953,4
[ 2 62 47 52],0.12251306261763065,4
[ 2 49 62 38],0.12251361240371796,4
[ 2 39 53 63],0.12251466683945345,4
[ 2 56 51 51],0.12252703652023167,4
[ 2 56 48 52],0.12252791029980707,4
[ 2 46 29 56],0.12253867534496694,4
[ 5 16 14 54],0.1225405869498898,4
[ 2 56 44 61],0.12254527586642686,4
[ 2 62 58 38],0.1225461761106622,4
[ 2 56 58 33],0.12255176927069746,4
[ 2 62 56 58],0.12255297643149905,4
[ 2 62 40 52],0.12255324933464284,4
[ 2 56 43 46],0.1225535883236546,4
[ 2 56 59 58],0.12255890449819724,4
[ 2 56 38 63],0.1225626332071428,4
[ 2 34 61 55],0.12256403659170773,4
[ 2 58 57 56],0.122566515874159,4
[ 2 62 53 38],0.12256874760038212,4
[ 2 61 41 63],0.12256877173992925,4
[ 2 62 54 35],0.1225742358139203,4
[ 2 62 53 54],0.12257435169955044,4
[ 2 58 59 37],0.12257521458249306,4
[ 2 47 54 54],0.12257808982399584,4
[ 2 56 55 46],0.12258124024797636,4
[ 2 58 24 55],0.12258338121466815,4
[ 2 57 53 50],0.1225834240765638,4
[ 2 61 54 51],0.12258615926522085,4
[ 2 48 57 60],0.12258898172759827,4
[ 2 39 55 43],0.12259073736274455,4
[ 2 58 59 61],0.12259097889537335,4
[ 2 56 52 54],0.1225919764417194,4
[ 2 62 45 54],0.12259240166384312,4
[ 2 56 50 58],0.122594102021016,4
[ 2 56 50 58],0.12259410202101599,4
[ 2 62 54 45],0.12259893724067332,4
[ 2 56 60 35],0.12260023816108027,4
[ 2 45 55 52],0.12260239074277847,4
[ 2 54 44 50],0.12260662820060762,4
[4 9],0.122614219328342,2
[4 9],0.12261421932834199,2
[ 2 48 49 42],0.12261469522087955,4
[ 2 62 46 55],0.12261603541322985,4
[ 2 56 54 42],0.12261636521687293,4
[ 2 44 61 60],0.12261966389525608,4
[ 2 56 50 61],0.12262391157681367,4
[ 2 56 58 56],0.12262557126249556,4
[30 39 41 64],0.1226282784217106,4
[ 2 62 54 43],0.1226312738969826,4
[ 2 49 58 47],0.12263271120352474,4
[ 2 62 29 60],0.12263293539620475,4
[ 2 56 59 39],0.12263505649086402,4
[ 2 30 54 54],0.12263599321600435,4
[18 37  9],0.12263946846029801,3
[18 37  9],0.122639468460298,3
[ 2 53 48 50],0.12264077502357384,4
[ 2 61 29 63],0.12264118847057175,4
[ 2 56 59 63],0.1226418634426647,4
[ 2 56 54 50],0.12264775332182587,4
[ 2 62 59 38],0.1226574031981048,4
[ 2 30 54 53],0.1226574089852263,4
[ 2 56 61 55],0.12266064712594005,4
[ 2 48 57 61],0.12266282875217385,4
[ 2 56 39 61],0.12266494722036765,4
[63 50 36],0.12267758155817965,3
[ 2 56 56 38],0.12267779279057756,4
[ 5  9 15],0.12267939610141293,3
[ 2 56 54 47],0.12268632810001474,4
[ 2 41 54 46],0.12269389777531227,4
[ 2 62 44 50],0.1226962517163972,4
[ 2 56 59 27],0.12269746250219887,4
[ 2 56 53 51],0.1227058079813817,4
[ 2 60 62 32],0.12273334910232132,4
[ 2 56 39 54],0.12273757083816696,4
[ 2 48 55 62],0.1227432299022817,4
[20 62 44 60],0.12275667124810795,4
[55 17 14],0.12277419510787622,3
[ 4 19],0.12283956972116805,2
[28 41  7 14],0.12284595935162596,4
[ 2 62 54 42],0.1229440526717386,4
[36 50 59],0.12298588168139755,3
[20 12 53 42],0.12299274410804015,4
[ 4 18 29 38],0.12305979914488528,4
[ 8 50 36 31],0.1230876923199537,4
[22 36 39  3],0.12313817059561945,4
[36],0.12313829950906426,2
[ 3 62  6 52],0.12317915564378172,4
[62 14 54 51],0.12319267276187833,4
[19 28 22 48],0.1231957296255024,4
[38 20 47 37],0.12321371211973825,4
[59 47 42 59],0.12332896374509225,4
[26],0.1233648616350892,2
[ 7 14 53 25],0.12336863063482648,4
[28 20 37],0.12338341290825068,3
[43 32  1],0.12339605418119233,3
[23 46 62 57],0.12348302398097175,4
[ 3 31 17 46],0.1234921066052952,4
[12 26  8 28],0.1235172431228903,4
[23 25],0.12352934296816565,2
[5 3 9],0.1235393230085334,3
[38 60 63 55],0.12357413652808286,4
[ 6 29 29 12],0.12359345736081613,4
[ 5 31 16 29],0.1235993887240837,4
[20 40],0.12361111981686874,2
[ 3 53 56  7],0.12366616446326845,4
[ 3 21 31  9],0.12367852041085148,4
[ 3 43 58  4],0.12368745058498652,4
[ 3 28 10 24],0.12370734085440792,4
[ 3 62 59  5],0.12370796901488032,4
[43 53  6 21],0.12372611884423527,4
[ 3 36 12  9],0.12372808761615918,4
[ 3 35 10 21],0.12372962457269705,4
[24 56 56],0.12374948825278925,3
[ 3 61 17  5],0.12378490592650275,4
[ 5 12 20 31],0.12379180189382168,4
[ 3 24  6 38],0.12382983407739613,4
[57 12 49 21],0.12383981636086346,4
[ 4 52 46 47],0.12384995876586034,4
[ 3 29  1 62],0.12391075459525608,4
[ 3  4  4 37],0.12392193385899547,4
[ 3  3 63],0.12393983117059275,3
[ 2 54 29 61],0.1239567830910447,4
[61 29],0.12399213162363412,2
[40 14],0.12401563524950347,2
[38 47  4 14],0.12405421938018525,4
[ 4 56 44 38],0.12410204129314906,4
[ 4 50 39 36],0.12411756996579952,4
[55 56 21 38],0.1241211419511644,4
[ 4 43 13 61],0.12415549856769655,4
[ 3 56 10 36],0.12418596595814102,4
[40 20],0.12420954755239336,2
[ 3 43 27 23],0.12422856750926993,4
[56 45 19 34],0.12423309094054892,4
[ 3 13 31 32],0.12423900061207928,4
[ 3 40 10 59],0.12426336985129255,4
[ 3 57 17 33],0.12426453737181825,4
[ 9 21 43  8],0.12426975206245372,4
[ 3 39 21 24],0.1242803157043255,4
[48],0.12430903800138272,2
[ 3 29 18],0.1243149633256017,4
[ 3 56  6 50],0.12433225330282653,4
[ 3 39 34 26],0.1243418736130612,4
[ 3  7 44 21],0.12434245564672262,4
[35  2 48],0.12434305887328367,3
[35  2 48],0.12434305887328367,4
[ 3 31 59 23],0.12436975945833935,4
[ 3 14 34],0.12440458366128115,3
[44 51 36 21],0.12441258338739627,4
[ 3 60 34 12],0.12441415600107167,4
[ 7 31 34 62],0.12441723203609906,4
[ 3 60 21 12],0.12442818132425568,4
[ 3  7 44 45],0.12443803370177525,4
[ 5  5  3 52],0.12445644590828685,4
[ 5 52],0.12448224399067798,2
[ 3 29 14 50],0.1244856234909708,4
[ 3 63  9 48],0.12448636564520114,4
[ 3 48 34 26],0.1244984992341827,4
[ 3 50 52 11],0.12450118962689315,4
[40 42 13],0.12452522037112085,3
[ 3 56 21 16],0.12453464870682895,4
[ 3 39 11 59],0.1245476270377332,4
[ 9 55 50 34],0.12455809023395613,4
[ 3 31 34 22],0.12457721879274562,4
[32 63],0.12458265066019855,2
[ 3 56 21 32],0.12458885487762845,4
[ 3 56  7 52],0.12459366977068932,4
[ 8 12 47 48],0.12461410350551776,4
[ 3  7 30 55],0.1246436509284271,4
[ 3 56  6 52],0.12464995972974513,4
[ 3 39 45 19],0.12466060348542285,4
[ 3 35 15 34],0.12466825210215747,4
[ 3 35 21 31],0.12466984258681567,4
[ 3 22 29 32],0.12467005857018405,4
[ 3 28 59 26],0.1246747456556632,4
[21 24 61 62],0.12468814037585535,4
[44 57],0.12470278769918924,2
[ 3 33 21 31],0.12471231269787315,4
[ 3 31 10 30],0.12473357732693276,4
[ 9 11 12 37],0.1247493905176527,4
[ 5 11  2  5],0.12475449774739927,4
[ 3 52 51 50],0.1247664925898898,4
[ 7 48],0.12477160241864847,2
[19 44 15 56],0.1247755295350121,4
[ 3 45 40 35],0.12482741310328575,4
[ 3 63 44 32],0.12483330668686705,4
[ 3 13 62 44],0.1248605310150917,4
[ 7 46  4 49],0.12491606525239934,4
[4 6],0.12493671367556185,2
[47 41 41 55],0.12493706017688196,4
[57 54 49],0.12494415838537155,3
[33 13 16 22],0.124964242807882,4
[33 13 16 22],0.12496424280788199,4
[10 33 13 57],0.1249774042139125,4
[ 4 57],0.12499666107247046,2
[ 3 14 49],0.12501794695164414,3
[ 3 56 38 51],0.1250180964278315,4
[ 3 56 48 46],0.12503294795942144,4
[29 40 36 64],0.12506650353993154,4
[ 3 49 21 53],0.12509630972739466,4
[12 26 36  2],0.12509919762066854,4
[10 40 23 32],0.12510145394417668,4
[ 3 23 29 46],0.1251249434831224,4
[40 56 44 38],0.12512677028544006,4
[53  2 35 62],0.125140981971366,4
[59 63 60 46],0.12515118274117398,4
[ 5 58  7  3],0.1251972807018813,4
[19 48 25 34],0.1251980618556866,4
[51  3 26  9],0.12521009065074415,4
[ 8 12 13 54],0.1252207615426132,4
[13 28  5],0.12523092332236355,3
[ 4 52  2 53],0.1252875809552552,4
[39 40  7],0.12529065161513314,3
[58 59 54 50],0.12529929366768186,4
[5 5 1],0.12531797869406416,4
[39  2],0.12533813420473006,2
[ 3 39  8 58],0.12535997943799862,4
[ 3 63 18 49],0.12536518367589425,4
[ 2 56 46 40],0.12537098022996998,4
[37 22 19],0.1253863292952434,3
[40 33 39  9],0.1254154963894971,4
[35 39 62 43],0.12546915390220836,4
[19  9 18 18],0.1255015841629047,4
[60  3 25 22],0.12553929876590986,4
[ 3 49 59 60],0.125563342611403,4
[20 17 16 10],0.12559064072586715,4
[19 21 60 49],0.1255949240006256,4
[40 20 21 11],0.1256135101581051,4
[ 5 61 35 38],0.12562325984024192,4
[3 7 7],0.12562494815094094,4
